,name,header,image,bio
101,Asher Brown Durand,Asher Brown Durand,/wiki/File:Question_book-new.svg,"['Asher Brown Durand (August 21, 1796 – September 17, 1886) was an American painter of the Hudson River School.\n', '1823 Declaration of Independence (engraving)\n', '1835 Portrait of Luman Reed\n', '1837 View near Rutland, Vermont\n', '1837 Gathering Storm\n', '1845The Capture of Major Andre\n', '1845The Beeches\n', ""1847 The Indian's Vespers\n"", '1849 Nature Study, Trees, Newburgh, New York\n', '1850,  Kaaterskill Landscape, Princeton University Art Museum\n', '1853  Progress, Virginia Museum of Fine Arts\n', '1859 The Catskills, The Walters Art Museum\n', '1859  Landscape, Princeton University Art Museum\n', '1860Rocky Cliff, c. 1860, Reynolda House Museum of American Art\n']"
102,John Durand,John Durand,/wiki/File:Flag_of_England.svg,[]
103,George Henry Durrie,George Henry Durrie,/wiki/File:George_Henry_Durrie_self-portrait.jpg,"['George Henry Durrie (June 6, 1820\xa0– October 15, 1863) was an American artist whose rural winter scenes became popular when reproduced as lithographic prints by Currier and Ives.\n']"
104,Frank Duveneck,Frank Duveneck,"/wiki/File:Portrait_of_Frank_Duveneck,_1877.jpg","['Frank Duveneck (October 9, 1848 – January 3, 1919) was an American figure and portrait painter.\n']"
105,Gerrit Duyckinck,Gerrit Duyckinck,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
106,Thomas Eakins,Thomas Eakins,/wiki/File:Eakins_selfportrait.jpg,"['Thomas Cowperthwait Eakins (July 25, 1844\xa0– June 25, 1916) was an American realist painter, photographer,[1] sculptor, and fine arts educator. He is widely acknowledged to be one of the most important artists in American art history.[2][3]\n']"
107,Ralph Earl,Ralph Earl,/wiki/File:Battle_of_Lexington.jpeg,"['Ralph Earl (May 11, 1751\xa0– August 16, 1801) was an American painter known for his portraits, of which at least 183 can be documented. He also painted six landscapes, including a panorama display of Niagara Falls.\n']"
108,Ralph E. W. Earl,Ralph Eleaser Whiteside Earl,/wiki/File:Brooklyn_Museum_-_Mrs._Ebenezer_Porter_(Lucy_%22Patty%22_Pierce_Merwin)_-_Ralph_Eleazer_Whiteside_Earl_-_overall.jpg,"['Ralph Eleaser Whiteside Earl (born 1785-88; died Nashville, Tennessee September 16, 1838), also known as Ralph E. W. Earl or Ralph Eleazer Whiteside Earl, was an American painter known as the ""court painter"" to President Andrew Jackson.[1][2] He also painted the portrait of Rachel Jackson.\n']"
109,Oliver Tarbell Eddy,Oliver Tarbell Eddy,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
110,Jacob Eichholtz,Jacob Eichholtz,"/wiki/File:Jacob_Eichholtz%27s_self-portrait,_1810.jpg","['Jacob Eichholtz (1776–1842) was an early American painter, known primarily for his portraits in the Romantic Victorian tradition. Born in Lancaster, Pennsylvania in a family of prosperous Pennsylvania Germans, he spent most of his professional life in Philadelphia. A coppersmith by trade, he turned to painting and achieved both recognition and success despite being mainly self-taught as an artist.[1] He is known to have painted over 800 portraits over the course of 35 years. Hundreds of his works are housed in art museums, historical societies, and private collections throughout the United States.[2]\n']"
111,Carnig Eksergian,Carnig Eksergian,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
112,Charles Loring Elliott,Charles Loring Elliott,/wiki/File:Charles_Loring_Elliott.jpg,"['Charles Loring Elliott (1812–1868) was an American painter known for his portraits. He was active in central New York for 10 years as a young man, then in 1845 moved to New York City to pursue his career.  He was elected to the National Academy of Design in 1846.\n']"
113,James Guy Evans,James Guy Evans,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
114,Joseph Fagnani,Joseph Fagnani,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
115,Robert Feke,Robert Feke,/wiki/File:Brigadier_General_Samuel_Waldo.jpg,"['Robert Feke (c. 1705 or 1707\xa0– c. 1752) was an American portrait painter born in Oyster Bay, Long Island, New York. According to art historian Richard Saunders, ""Feke’s impact on the development of Colonial painting was substantial, and his pictures set a new standard by which the work of the next generation of aspiring Colonial artists was judged.""[1] In total, about 60 paintings by Feke survive, twelve of which are signed and dated.[1]\n']"
116,Erastus Salisbury Field,Erastus Salisbury Field,/wiki/File:Erastus_Salisbury_Field.jpg,"['Erastus Salisbury Field (Leverett, Massachusetts, May 19, 1805 – Sunderland, Massachusetts June 28, 1900) was an American folk art painter of portraits, landscapes, and history pictures.\n']"
117,Charles Noel Flagg,Charles Noel Flagg,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
118,Ben Foster,Ben Foster,/wiki/File:Ben_Foster_by_Gage_Skidmore.jpg,"['Benjamin A. Foster (born October 29, 1980)[1] is an American actor. He has had roles in films including The Punisher (2004), X-Men: The Last Stand (2006), Alpha Dog (2006), The Messenger (2009), Pandorum (2009),[2] The Mechanic (2011), Contraband (2012), Kill Your Darlings (2013), Lone Survivor (2013), The Program (2015), and Leave No Trace (2018). He was nominated for a Saturn Award and a Satellite Award for his role in 3:10 to Yuma (2007)[3] and won an Independent Spirit Award for portraying Tanner Howard in Hell or High Water (2016).[4]\n']"
119,John F. Francis,John F. Francis,/wiki/File:John_F._Francis_-_Luncheon_Still_Life_-_Google_Art_Project.jpg,"['John F. Francis (Philadelphia, August 13, 1808 – Jeffersonville, West Norriton, November 15, 1886) was an American painter, primarily of still lifes.\n', 'Citations\n', 'Bibliography\n']"
120,August R. Franzen,August R. Franzen,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
121,Oliver Frazer,Oliver Frazer,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
122,Frederick Carl Frieseke,Frederick Carl Frieseke,"/wiki/File:Self-Portrait,_1901,_Frieseke.jpg","['Frederick Carl Frieseke (April 7, 1874 – August 24, 1939) was an American Impressionist painter who spent most of his life as an expatriate in France. An influential member of the Giverny art colony, his paintings often concentrated on various effects of dappled sunlight. He is especially known for painting female subjects, both indoors and out.\n']"
123,James Frothingham,James Frothingham,/wiki/File:James_Frothingham.png,['James Frothingham (1786–1864)\n[1]\n[2]\nwas an American portrait painter in Massachusetts and New York.\n']
124,George Fuller,George Fuller,/wiki/File:Disambig_gray.svg,['George Fuller may refer to:\n']
125,Wilhelm Heinrich Funk,Wilhelm Heinrich Funk,unfound,"['Wilhelm Heinrich Funk (1866–1949) was a German-American portrait painter.[1]\n', 'Attribution\n']"
126,Ignaz Marcel Gaugengigl,Ignaz Marcel Gaugengigl,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
127,Edward Gay,Edward Gay,/wiki/File:Disambig_gray.svg,['Edward Gay may refer to:\n']
128,Walter Gay,Walter Gay,/wiki/File:Walter_Gay_in_his_studio.jpg,"['Walter Gay (January 22, 1856 – July 13, 1937) was an American painter noted both for his genre paintings of French peasants, paintings of opulent interior scenes and was a notable art collector.\n']"
129,Robert Swain Gifford,Robert Swain Gifford,/wiki/File:RobertSwainGifford.JPG,"['Robert Swain Gifford (December 23, 1840 – January 15, 1905) was an American landscape painter. He was influenced by the Barbizon school.\n']"
130,Sanford Robinson Gifford,Sanford Robinson Gifford,/wiki/File:Sanford_R._Gifford.jpg,"[""Sanford Robinson Gifford (July 10, 1823 – August 29, 1880) was an American landscape painter and one of the leading members of the Hudson River School. Gifford's landscapes are known for their emphasis on light and soft atmospheric effects, and he is regarded as a practitioner of Luminism, an offshoot style of the Hudson River School.\n""]"
131,Anne Goldthwaite,Anne Goldthwaite,"/wiki/File:Anne_Goldthwaite,_Self-portrait,_circa_1906-1913.jpg","[""Anne Goldthwaite (1869–1944) was an American painter and printmaker and an advocate of women's rights and equal rights.[1]\n""]"
132,Arthur Clifton Goodwin,Arthur Clifton Goodwin,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
133,Henry Peters Gray,Henry Peters Gray,/wiki/File:Henry_Peters_Gray.jpg,"['Henry Peters Gray (June 23, 1819 - November 12, 1877) was an American portrait and genre painter.\n']"
134,Albert Lorey Groll,Albert Lorey Groll,/wiki/File:AlbertLGroll.jpg,"['Albert Lorey Groll (1866–1952) was an American artist. He was born in New York City and studied at the Royal Academy in Munich, Germany, the Royal Academy in Antwerp, Belgium, and for some time in London. In 1910, he was elected into the National Academy of Design, an elite organization.[1] He kept a studio in New York. In 1906 Groll made the first of several trips to the American Southwest at the suggestion of Professor Stewart Culin of the Brooklyn Museum.[2] He mostly focused on oil paintings of the Native American lands, which were mostly realistic, however, encompassed some abstract shapes as well. He won several awards for his work in both Arizona and New York.[3]\n']"
135,Seymour Joseph Guy,Seymour Joseph Guy,/wiki/File:Seymour_Joseph_Guy_-_Unconscious_of_Danger_-_Google_Art_Project.jpg,"['Seymour Joseph Guy (1824–1910), was an American romance painter.\n']"
136,John Haberle,John Haberle,/wiki/File:Question_book-new.svg,"['John Haberle (1856–1933) was a 19th-century American painter in the trompe l\'oeil (literally, ""fool the eye"") style. His still lifes of ordinary objects are painted in such a way that the painting can be mistaken for the objects themselves. He is considered one of the three major figures—together with William Harnett and John F. Peto—practicing this form of still life painting in the United States in the last quarter of the 19th century.[1]\n']"
137,Philip L. Hale,Philip L. Hale,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
138,James Hamilton,James Hamilton,/wiki/File:Disambig_gray.svg,['James Hamilton may refer to:\n']
139,Chester Harding,Chester Harding,/wiki/File:Disambig_gray.svg,['Chester Harding may refer to:\n']
140,William Michael Harnett,William Harnett,"/wiki/File:Harnett_-_A_Smoke_Backstage,_oil_on_canvas,_1877.jpg","[""William Michael Harnett (August 10, 1848 – October 29, 1892) was an Irish-American painter known for his trompe-l'œil still lifes of ordinary objects.\n""]"
141,Alexander Harrison,Alexander Harrison,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
142,James M. Hart,James M. Hart,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
143,William Hart,William Hart,/wiki/File:Disambig_gray.svg,['William Hart may refer to:\n']
144,William Stanley Haseltine,William Stanley Haseltine,/wiki/File:William_Stanley_Haseltine_-_Cascade.jpg,"['William Stanley Haseltine (June 11, 1835 – February 3, 1900) was an American painter and draftsman who was associated with the Düsseldorf school of painting, the Hudson River School and Luminism.\n']"
145,Childe Hassam,Childe Hassam,/wiki/File:Childe_Hassam.jpg,"['Frederick Childe Hassam (October 17, 1859 – August 27, 1935) was an American Impressionist painter, noted for his urban and coastal scenes. Along with Mary Cassatt and John Henry Twachtman, Hassam was instrumental in promulgating Impressionism to American collectors, dealers, and museums. He produced over 3,000 paintings, oils, watercolors, etchings, and lithographs over the course of his career, and was an influential American artist of the early 20th century.\n']"
146,Robert Havell,Havell family,/wiki/File:Robert_Havell00.jpg,[]
147,Charles Webster Hawthorne,Charles Webster Hawthorne,/wiki/File:Charles_Webster_Hawthorne.jpg,"['Charles Webster Hawthorne (January 8, 1872 – November 29, 1930) was an American portrait and genre painter and a noted teacher who founded the Cape Cod School of Art in 1899.\n']"
148,Martin Johnson Heade,Martin Johnson Heade,/wiki/File:Question_book-new.svg,"['Martin Johnson Heade (August 11, 1819 – September 4, 1904) was an American painter known for his salt marsh landscapes, seascapes, and depictions of tropical birds (such as hummingbirds),[1] as well as lotus blossoms and other still lifes. His painting style and subject matter, while derived from the romanticism of the time, are regarded by art historians as a significant departure from those of his peers.\n']"
