,Surname,First_name,Full_name,Birth_date,Death_date,Artist_id
1538,Baum,Mark,Mark Baum,1903      ,1997      ,1538
1539,Dudley,Randy,Randy Dudley,1950      ,2050      ,1539
1540,Moore,John,John Moore,1941      ,2041      ,1540
1541,Fish,Janet,Janet Fish,1938      ,2038      ,1541
1542,Walker,John,John Walker,1939      ,2039      ,1542
1543,Chase,Louisa,Louisa Chase,1951      ,2016      ,1543
1544,Twombly,Cy,Cy Twombly,1928      ,2011      ,1544
1545,Portnow,Marjorie,Marjorie Portnow,1942      ,2042      ,1545
1546,Fini,Leonor,Leonor Fini,1907      ,1996      ,1546
1547,Foujita,Tsuguharu,Tsuguharu Foujita,1886      ,1968      ,1547
1548,Bosman,Richard,Richard Bosman,1944      ,2044      ,1548
1549,Hanani,Jacob El,Jacob El Hanani,1947      ,2047      ,1549
1550,Krasner,Lee,Lee Krasner,1908      ,1984      ,1550
1551,Trebilcock,Paul,Paul Trebilcock,1902      ,1981      ,1551
1552,Tamayo,Rufino,Rufino Tamayo,1899      ,1991      ,1552
1553,Duval,Jeanne,Jeanne Duval,1956      ,2056      ,1553
1554,Botero,Fernando,Fernando Botero,1932      ,2032      ,1554
1555,Ferrer,Rafael,Rafael Ferrer,1933      ,2033      ,1555
1556,Innerst,Mark,Mark Innerst,1957      ,2057      ,1556
1557,Garabedian,Charles,Charles Garabedian,1923      ,2016      ,1557
1558,Natkin,Robert,Robert Natkin,1930      ,2010      ,1558
1559,Peterdi,Gabor F.,Gabor F. Peterdi,1915      ,2001      ,1559
1560,Lieber,Tom,Tom Lieber,1949      ,2049      ,1560
1561,Bischoff,Elmer,Elmer Bischoff,1916      ,1991      ,1561
1562,Kroll,Leon,Leon Kroll,1884      ,1974      ,1562
1563,Smith,David,David Smith,1906      ,1965      ,1563
1564,Park,David,David Park,1911      ,1960      ,1564
1565,Mitty,Lizbeth,Lizbeth Mitty,1952      ,2052      ,1565
1566,Picabia,Francis,Francis Picabia,1879      ,1953      ,1566
1567,Pereira,Irene Rice,Irene Rice Pereira,1902      ,1971      ,1567
1568,Bostick,Lynn,Lynn Bostick,1940      ,2040      ,1568
1569,Havard,James,James Havard,1937      ,2037      ,1569
1570,Hartley,Marsden,Marsden Hartley,1877      ,1943      ,1570
1571,Johnson,Lester,Lester Johnson,1919      ,2010      ,1571
1572,Glarner,Fritz,Fritz Glarner,1899      ,1972      ,1572
1573,Forsman,Chuck,Chuck Forsman,1944      ,2044      ,1573
1574,Weinberg,Jonathan,Jonathan Weinberg,1957      ,2057      ,1574
1575,Wojnarowicz,David,David Wojnarowicz,1954      ,1992      ,1575
1576,Rohrer,Warren,Warren Rohrer,1927      ,1995      ,1576
1577,Gamarra,Jose,Jose Gamarra,1934      ,2034      ,1577
1578,Burton,Sigrid,Sigrid Burton,1951      ,2051      ,1578
1579,Landfield,Ronnie,Ronnie Landfield,1947      ,2047      ,1579
1580,Coleman,Glenn,Glenn Coleman,1887      ,1932      ,1580
1581,Mayer,Ralph,Ralph Mayer,1895      ,1979      ,1581
1582,Brown,Roger,Roger Brown,1941      ,1997      ,1582
1583,O'Donnell,Hugh,Hugh O'Donnell,1950      ,2050      ,1583
1584,Mcgarrell,James,James Mcgarrell,1930      ,2030      ,1584
1585,Wong,Martin,Martin Wong,1946      ,1999      ,1585
1586,Wizon,Tod,Tod Wizon,1952      ,2052      ,1586
1587,Bates,David,David Bates,1952      ,2052      ,1587
1588,Hannah,Duncan,Duncan Hannah,1952      ,2052      ,1588
1589,Brown,James,James Brown,1951      ,2051      ,1589
1590,Hartmann,Jacques,Jacques Hartmann,1933      ,2033      ,1590
1591,Grooms,Red,Red Grooms,1937      ,2037      ,1591
1592,Smith,Dennis,Dennis Smith,1951      ,1983      ,1592
1593,Miró,Joan,Joan Miró,1893      ,1983      ,1593
1594,Koscianski,Leonard,Leonard Koscianski,1952      ,2052      ,1594
1595,Davis,James G,James G Davis,1931      ,2031      ,1595
1596,Hatke,Walter,Walter Hatke,1948      ,2048      ,1596
1597,Nelson,Dona,Dona Nelson,1952      ,2052      ,1597
1598,Shields,Alan,Alan Shields,1944      ,2005      ,1598
1599,Wethli,Mark,Mark Wethli,1949      ,2049      ,1599
1600,Rosenborg,Ralph,Ralph Rosenborg,1913      ,1992      ,1600
1601,Klee,Paul,Paul Klee,1879      ,1940      ,1601
1602,Bisttram,Emil,Emil Bisttram,1895      ,1976      ,1602
1603,Garman,Ed,Ed Garman,1914      ,2004      ,1603
1604,Helm,Robert,Robert Helm,1943      ,2008      ,1604
1605,Africano,Nicholas,Nicholas Africano,1948      ,2048      ,1605
1606,Villa,Saul,Saul Villa,1958      ,2058      ,1606
1607,Kuniyoshi,Yasuo,Yasuo Kuniyoshi,1889      ,1953      ,1607
1608,Laurencin,Marie,Marie Laurencin,1883      ,1956      ,1608
1609,Marchand,Jean,Jean Marchand,1883      ,1941      ,1609
1610,Munch,Edvard,Edvard Munch,1863      ,1944      ,1610
1611,Pascin,Jules,Jules Pascin,1885      ,1930      ,1611
1612,Chapin,James Ormsbee,James Ormsbee Chapin,1887      ,1975      ,1612
1613,cummings,e. e.,e. e. cummings,1894      ,1962      ,1613
1614,Martin,Agnes,Agnes Martin,1912      ,2004      ,1614
1615,Slonem,Hunt,Hunt Slonem,1951      ,2051      ,1615
1616,Jacobson,Gary,Gary Jacobson,1951      ,2051      ,1616
1617,Nick,George,George Nick,1927      ,2027      ,1617
1618,Amenoff,Gregory,Gregory Amenoff,1948      ,2048      ,1618
1619,Downes,Rackstraw,Rackstraw Downes,1939      ,2039      ,1619
1620,True,David,David True,1942      ,2042      ,1620
1621,Santore,Joseph,Joseph Santore,1945      ,2045      ,1621
1622,Mcnamara,John,John Mcnamara,1950      ,2050      ,1622
1623,Gornik,April,April Gornik,1953      ,2053      ,1623
1624,Floch,Joseph,Joseph Floch,1895      ,1977      ,1624
1625,Solow,Peter,Peter Solow,1952      ,2052      ,1625
1626,Valerio,James,James Valerio,1938      ,2038      ,1626
1627,Nozkowski,Thomas,Thomas Nozkowski,1944      ,2044      ,1627
1628,Scully,Sean,Sean Scully,1945      ,2045      ,1628
1629,Peck,George,George Peck,1941      ,2041      ,1629
1630,Slobodkina,Esphyr,Esphyr Slobodkina,1908      ,2002      ,1630
1631,Cruz,Azaceta Luis,Azaceta Luis Cruz,1942      ,2042      ,1631
1632,Lowe,Robert,Robert Lowe,1955      ,2055      ,1632
1633,Jessup,Robert,Robert Jessup,1952      ,2052      ,1633
1634,Goodman,Sidney,Sidney Goodman,1936      ,2013      ,1634
1635,Ferren,John,John Ferren,1905      ,1970      ,1635
1636,Gallatin,Albert Eugene,Albert Eugene Gallatin,1881      ,1952      ,1636
1637,Morris,George L K,George L K Morris,1905      ,1975      ,1637
1638,Arakawa,blank_,Arakawa,1936      ,2010      ,1638
1639,Baselitz,Georg,Georg Baselitz,1938      ,2047      ,1639
1640,Messer,Sam,Sam Messer,1955      ,2055      ,1640
1641,Weber,Max,Max Weber,1881      ,1961      ,1641
1642,Baker,Chris,Chris Baker,1944      ,2044      ,1642
1643,Moynihan,Rodrigo,Rodrigo Moynihan,1910      ,1990      ,1643
1644,Kirschenbaum,Jules,Jules Kirschenbaum,1930      ,2000      ,1644
1645,Jaffe,Lee,Lee Jaffe,1950      ,2050      ,1645
1646,Roberts,Stone,Stone Roberts,1951      ,2051      ,1646
1647,Mcneil,George,George Mcneil,1908      ,1995      ,1647
1648,Dickson,Jane,Jane Dickson,1952      ,2052      ,1648
1649,Hull,John,John Hull,1952      ,2052      ,1649
1650,Booth,Peter,Peter Booth,1940      ,2040      ,1650
1651,Goldberg,Glenn,Glenn Goldberg,1953      ,2053      ,1651
1652,Kiff,Ken,Ken Kiff,1935      ,2001      ,1652
1653,Monks,John,John Monks,1954      ,2054      ,1653
1654,Fletcher,Peter,Peter Fletcher,1956      ,2056      ,1654
1655,Janowich,Ron,Ron Janowich,1948      ,2048      ,1655
1656,Luyten,Mark,Mark Luyten,1955      ,2055      ,1656
1657,Laemmle,Cheryl,Cheryl Laemmle,1947      ,2047      ,1657
1658,Karfiol,Bernard,Bernard Karfiol,1886      ,1952      ,1658
1659,Waid,Jim,Jim Waid,1942      ,2042      ,1659
1660,Bush,Jack,Jack Bush,1909      ,1977      ,1660
1661,Ryan,Anne,Anne Ryan,1889      ,1954      ,1661
1662,Lempicka,Tamara De,Tamara De Lempicka,1898      ,1980      ,1662
1663,Samaras,Lucas,Lucas Samaras,1936      ,2036      ,1663
1664,Moholy-Nagy,László,László Moholy-Nagy,1895      ,1946      ,1664
1665,Fellner,Tom,Tom Fellner,1956      ,2056      ,1665
1666,Howes,Royce,Royce Howes,1950      ,2050      ,1666
1667,Schindler,Thomas,Thomas Schindler,1959      ,2059      ,1667
1668,Fishman,Louise,Louise Fishman,1939      ,2039      ,1668
1669,Kline,Franz,Franz Kline,1910      ,1962      ,1669
1670,Bergman,Ciel,Ciel Bergman,1938      ,2038      ,1670
1671,Cavallon,Giorgio,Giorgio Cavallon,1904      ,1989      ,1671
1672,Murphy,Catherine,Catherine Murphy,1946      ,2046      ,1672
1673,Sultan,Donald,Donald Sultan,1951      ,2051      ,1673
1674,Rebay,Hilla,Hilla Rebay,1890      ,1967      ,1674
1675,Larmon,Kevin,Kevin Larmon,1955      ,2055      ,1675
1676,Nickson,Graham,Graham Nickson,1946      ,2046      ,1676
1677,Greene,Robert,Robert Greene,1953      ,2053      ,1677
1678,Léger,Fernand,Fernand Léger,1881      ,1955      ,1678
1679,Smart,Jeffrey,Jeffrey Smart,1921      ,2021      ,1679
1680,Colescott,Robert,Robert Colescott,1925      ,2009      ,1680
1681,Friedman,Arnold,Arnold Friedman,1879      ,1946      ,1681
1682,Moriah,Avner,Avner Moriah,1953      ,2053      ,1682
1683,Mabbutt,Mary,Mary Mabbutt,1951      ,2051      ,1683
1684,Waller,Jonathan,Jonathan Waller,1956      ,2056      ,1684
1685,Kolibal,Stanislav,Stanislav Kolibal,1925      ,2025      ,1685
1686,Rubenstein,Ephraim,Ephraim Rubenstein,1956      ,2056      ,1686
1687,Beerman,John,John Beerman,1958      ,2058      ,1687
1688,Juarez,Roberto,Roberto Juarez,1952      ,2052      ,1688
1689,Sansom,Gareth,Gareth Sansom,1939      ,2039      ,1689
1690,Close,Chuck,Chuck Close,1940      ,2040      ,1690
1691,Robinson,William,William Robinson,1936      ,2036      ,1691
1692,Pugh,Clifton,Clifton Pugh,1924      ,1990      ,1692
1693,Hawley,Steve,Steve Hawley,1950      ,2050      ,1693
1694,Reed,David,David Reed,1946      ,2046      ,1694
1695,Rodriguez,Arturo,Arturo Rodriguez,1956      ,2056      ,1695
1696,Beal,Jack,Jack Beal,1931      ,2013      ,1696
1697,Schwabacher,Ethel,Ethel Schwabacher,1903      ,1984      ,1697
1698,Guinan,Robert,Robert Guinan,1934      ,2034      ,1698
1699,O'Keeffe,Georgia,Georgia O'Keeffe,1887      ,1986      ,1699
1700,Ben-Zion,blank_,Ben-Zion,1897      ,1987      ,1700
1701,Ray,Rudolf,Rudolf Ray,1891      ,1985      ,1701
1702,Klossowski,Erich,Erich Klossowski,1875      ,1949      ,1702
1703,Sharrer,Honore,Honore Sharrer,1920      ,2009      ,1703
1704,Sonfist,Alan,Alan Sonfist,1946      ,2046      ,1704
1705,Witkin,Jerome,Jerome Witkin,1939      ,2039      ,1705
1706,Blake,Peter,Peter Blake,1932      ,2032      ,1706
1707,Kauffer,Edward McKnight,Edward McKnight Kauffer,1890      ,1954      ,1707
1708,Buechner,Thomas S,Thomas S Buechner,1926      ,2010      ,1708
1709,Motherwell,Robert,Robert Motherwell,1915      ,1991      ,1709
1710,Manes,Paul,Paul Manes,1948      ,2048      ,1710
1711,Bellany,John,John Bellany,1942      ,2013      ,1711
1712,Mann,Eda Mirsky,Eda Mirsky Mann,1911      ,2012      ,1712
1713,Bowling,Katherine,Katherine Bowling,1955      ,2055      ,1713
1714,Jenney,Neil,Neil Jenney,1945      ,2045      ,1714
1715,Cretara,Domenic,Domenic Cretara,1946      ,2046      ,1715
1716,Sullivan,Jim,Jim Sullivan,1939      ,2039      ,1716
1717,Waite,Peter,Peter Waite,1950      ,2050      ,1717
1718,Mason,Robert,Robert Mason,1946      ,2046      ,1718
1719,Ott,Sabina,Sabina Ott,1955      ,2055      ,1719
1720,Ippolito,Angelo,Angelo Ippolito,1922      ,2001      ,1720
1721,Dona,Lydia,Lydia Dona,1955      ,2055      ,1721
1722,Kuper,Yuri,Yuri Kuper,1940      ,2040      ,1722
1723,Shambroom,Donald,Donald Shambroom,1950      ,2050      ,1723
1724,Krueger,David,David Krueger,1959      ,2059      ,1724
1725,Saul,Peter,Peter Saul,1934      ,2034      ,1725
1726,Kalinin,Viacheslav,Viacheslav Kalinin,1939      ,2039      ,1726
1727,Aach,Herb,Herb Aach,1923      ,1985      ,1727
1728,Torr,Helen,Helen Torr,1886      ,1967      ,1728
1729,Brauntuch,Troy,Troy Brauntuch,1954      ,2054      ,1729
1730,Schnabel,Julian,Julian Schnabel,1951      ,2051      ,1730
1731,Murray,Elizabeth,Elizabeth Murray,1940      ,2007      ,1731
1732,Constant,George,George Constant,1892      ,1978      ,1732
1733,Eisner,Dorothy,Dorothy Eisner,1906      ,1984      ,1733
1734,Howson,Peter,Peter Howson,1958      ,2058      ,1734
1735,Spence,Andrew,Andrew Spence,1947      ,2047      ,1735
1736,Jones,Lucy,Lucy Jones,1955      ,2055      ,1736
1737,Bordo,Robert,Robert Bordo,1949      ,2049      ,1737
1738,Deihl,Randall,Randall Deihl,1946      ,2046      ,1738
1739,Benney,Paul,Paul Benney,1959      ,2059      ,1739
1740,Lowly,Timothy,Timothy Lowly,1958      ,2058      ,1740
1741,Robb,Carole,Carole Robb,1943      ,2043      ,1741
1742,Sultan,Altoon,Altoon Sultan,1948      ,2048      ,1742
1743,Clarke,Richard,Richard Clarke,1955      ,2055      ,1743
1744,Sanchez,Juan,Juan Sanchez,1954      ,2054      ,1744
1745,Applebroog,Ida,Ida Applebroog,1929      ,2029      ,1745
1746,Polsky,Cynthia Hazen,Cynthia Hazen Polsky,Unknown,Unknown,1746
1747,Milow,Keith,Keith Milow,1945      ,2045      ,1747
1748,Porter,Katherine,Katherine Porter,1941      ,2041      ,1748
1749,Wilson,Helen Miranda,Helen Miranda Wilson,1948      ,2048      ,1749
1750,Dunand,Jean,Jean Dunand,1877      ,1942      ,1750
1751,Bladen,Ronald,Ronald Bladen,1918      ,1988      ,1751
1752,Tjakamarra,Anatjari,Anatjari Tjakamarra,1930      ,1992      ,1752
1753,Mitchell,Joan,Joan Mitchell,1925      ,1992      ,1753
1754,Heywood,Sally,Sally Heywood,1964      ,2064      ,1754
1755,Treiman,Joyce,Joyce Treiman,1922      ,1991      ,1755
1756,Stephan,Gary,Gary Stephan,1942      ,2043      ,1756
1757,Fink,Aaron,Aaron Fink,1955      ,2055      ,1757
1758,Andrews,Benny,Benny Andrews,1930      ,2006      ,1758
1759,Artschwager,Richard,Richard Artschwager,1923      ,2013      ,1759
1760,Kossoff,Leon,Leon Kossoff,1926      ,2026      ,1760
1761,Conroy,Stephen,Stephen Conroy,1964      ,2064      ,1761
1762,Ledgerwood,Judy,Judy Ledgerwood,1959      ,2059      ,1762
1763,Marinot,Maurice,Maurice Marinot,1882      ,1960      ,1763
1764,Vaughn,Salle Werner,Salle Werner Vaughn,1939      ,2039      ,1764
1765,Koch,John,John Koch,1909      ,1978      ,1765
1766,Ortiz,Ruben,Ruben Ortiz,1964      ,2064      ,1766
1767,Gonzalez,Veites Jose,Veites Jose Gonzalez,1957      ,2057      ,1767
1768,Avery,Sally Michel,Sally Michel Avery,1905      ,2003      ,1768
1769,Ringgold,Faith,Faith Ringgold,1930      ,2030      ,1769
1770,Arango,Alejandro,Alejandro Arango,1950      ,2050      ,1770
1771,Nunez,Dulce Maria,Dulce Maria Nunez,1950      ,2050      ,1771
1772,Serger,Frederick,Frederick Serger,1899      ,1965      ,1772
1773,Sierra,Susana,Susana Sierra,1942      ,2042      ,1773
1774,Romo,Jose Luis,Jose Luis Romo,1953      ,2053      ,1774
1775,Martin,Del Campo Mar,Del Campo Mar Martin,1945      ,2045      ,1775
1776,Castro,Lenero Miguel,Lenero Miguel Castro,1956      ,2056      ,1776
1777,Andoe,Joe,Joe Andoe,1955      ,2055      ,1777
1778,Boccioni,Umberto,Umberto Boccioni,1882      ,1916      ,1778
1779,Fisher,Sandra,Sandra Fisher,1947      ,1994      ,1779
1780,D'Arcangelo,Allan,Allan D'Arcangelo,1930      ,2030      ,1780
1781,Kompanek,Vladimir,Vladimir Kompanek,1927      ,2011      ,1781
1782,Cumming,Robert,Robert Cumming,1943      ,2043      ,1782
1783,Desiderio,Vincent,Vincent Desiderio,1955      ,2055      ,1783
1784,Afro,blank_,Afro,1912      ,1976      ,1784
1785,Burlin,Paul,Paul Burlin,1886      ,1969      ,1785
1786,Porter,Liliana,Liliana Porter,1941      ,2041      ,1786
1787,Hernandez,Adan,Adan Hernandez,1951      ,2051      ,1787
1788,Charlot,Jean,Jean Charlot,1898      ,1979      ,1788
1789,Mahaffey,Merrill,Merrill Mahaffey,1937      ,2037      ,1789
1790,Weber,Idelle,Idelle Weber,1932      ,2032      ,1790
1791,Weiskopf,Amy,Amy Weiskopf,1957      ,2057      ,1791
1792,Smith,Houghton Cranf,Houghton Cranf Smith,1887      ,1983      ,1792
1793,Valdes,Manolo,Manolo Valdes,1942      ,2042      ,1793
1794,Bouche,Louis,Louis Bouche,1896      ,1969      ,1794
1795,Storrier,Tim,Tim Storrier,1949      ,2049      ,1795
1796,Glushakow,Jacob,Jacob Glushakow,1914      ,2000      ,1796
1797,Vegas,Federico,Federico Vegas,1953      ,2053      ,1797
1798,Kramer,Harry,Harry Kramer,1939      ,2039      ,1798
1799,Music,Zoran,Zoran Music,1909      ,2005      ,1799
1800,Baizerman,Eugenie,Eugenie Baizerman,1899      ,1949      ,1800
1801,Carlin,Jerome,Jerome Carlin,1927      ,2014      ,1801
1802,Crawford,Ralston,Ralston Crawford,1906      ,1978      ,1802
1803,Jacklin,Bill,Bill Jacklin,1943      ,2043      ,1803
1804,Fresnaye,Roger de la,Roger de la Fresnaye,1885      ,1925      ,1804
1805,Vieira,Da Silva Mari,Da Silva Mari Vieira,1908      ,1992      ,1805
1806,Wiegand,Charmion Von,Charmion Von Wiegand,1900      ,1983      ,1806
1807,Diller,Burgoyne,Burgoyne Diller,1906      ,1965      ,1807
1808,Mondrian,Piet,Piet Mondrian,1872      ,1944      ,1808
1809,Komar & Melamid,blank_,Komar & Melamid,1945      ,2045      ,1809
1810,Lewis,Norman,Norman Lewis,1909      ,1979      ,1810
1811,Edwards,Margery,Margery Edwards,1933      ,1989      ,1811
1812,Fudge,John R,John R Fudge,1940      ,1999      ,1812
1813,Reznikoff,Misha,Misha Reznikoff,1905      ,1971      ,1813
1814,Arp,Jean,Jean Arp,1886      ,1966      ,1814
1815,Mckenzie,Mary Beth,Mary Beth Mckenzie,1946      ,2046      ,1815
1816,Dubrow,John,John Dubrow,1958      ,2058      ,1816
1817,Dix,Otto,Otto Dix,1891      ,1969      ,1817
1818,Boyd & Evans,blank_,Boyd & Evans,1944      ,2044      ,1818
1819,Butler,James D,James D Butler,1945      ,2045      ,1819
1820,Brook,Alexander,Alexander Brook,1898      ,1980      ,1820
1821,Dove,Arthur,Arthur Dove,1880      ,1946      ,1821
1822,Sheeler,Charles,Charles Sheeler,1883      ,1965      ,1822
1823,Delaney,Beauford,Beauford Delaney,1901      ,1979      ,1823
1824,Hannock,Stephen,Stephen Hannock,1951      ,2051      ,1824
1825,Williams,Fred,Fred Williams,1927      ,1982      ,1825
1826,Bartlett,Jennifer,Jennifer Bartlett,1941      ,2041      ,1826
1827,Rothenberg,Susan,Susan Rothenberg,1945      ,2045      ,1827
1828,Gascoigne,Rosalie,Rosalie Gascoigne,1917      ,1999      ,1828
1829,Macleod,Euan,Euan Macleod,1956      ,2056      ,1829
1830,Tillers,Imants,Imants Tillers,1950      ,2050      ,1830
1831,Delaney,Joseph,Joseph Delaney,1904      ,1991      ,1831
1832,Guglielmi,O Louis,O Louis Guglielmi,1906      ,1956      ,1832
1833,Nice,Don,Don Nice,1932      ,2032      ,1833
1834,Safranek,Douglas,Douglas Safranek,1956      ,2056      ,1834
1835,Lethbridge,Julian,Julian Lethbridge,1947      ,2047      ,1835
1836,Fonseca,Caio,Caio Fonseca,1959      ,2059      ,1836
1837,Viti,Anthony,Anthony Viti,1961      ,2061      ,1837
1838,MacIver,Loren,Loren MacIver,1909      ,1998      ,1838
1839,Anthony,William,William Anthony,1934      ,2034      ,1839
1840,Hawdon,Paul,Paul Hawdon,1953      ,2053      ,1840
1841,Eduardo,Jorge,Jorge Eduardo,1936      ,2036      ,1841
1842,Sapia,Mariano,Mariano Sapia,1964      ,Unknown      ,1842
1843,Kami,Y Z,Y Z Kami,1956      ,2056      ,1843
1844,Cotton,Judith,Judith Cotton,1941      ,2041      ,1844
1845,Walkingstick,Kay,Kay Walkingstick,1935      ,2035      ,1845
1846,Schapiro,Miriam,Miriam Schapiro,1923      ,2015      ,1846
1847,Burton,Richmond,Richmond Burton,1960      ,2060      ,1847
1848,Pollack,Reginald,Reginald Pollack,1924      ,2001      ,1848
1849,Tracy,Lois Bartlett,Lois Bartlett Tracy,1901      ,2008      ,1849
1850,Lane,Lois,Lois Lane,1948      ,2048      ,1850
1851,Bell,Leland,Leland Bell,1922      ,1991      ,1851
1852,Lamm,Leonid,Leonid Lamm,1928      ,2028      ,1852
1853,Amaral,Antonio Henrique,Antonio Henrique Amaral,1935      ,2035      ,1853
1854,Padura,Miguel,Miguel Padura,1957      ,2057      ,1854
1855,Frankenthaler,Helen,Helen Frankenthaler,1928      ,2011      ,1855
1856,Freud,Lucian,Lucian Freud,1922      ,2011      ,1856
1857,Noel,Georges,Georges Noel,1924      ,2024      ,1857
1858,Cadmus,Paul,Paul Cadmus,1904      ,1999      ,1858
1859,Soutine,Chaim,Chaim Soutine,1893      ,1943      ,1859
1860,Wonnacott,John,John Wonnacott,1940      ,2040      ,1860
1861,Nevinson,Christopher Richard Wynne,Christopher Richard Wynne Nevinson,1889      ,1946      ,1861
1862,Klamen,David,David Klamen,1961      ,2061      ,1862
1863,Rolph,Daniel,Daniel Rolph,1967      ,2067      ,1863
1864,Leapman,Edwina,Edwina Leapman,1931      ,2031      ,1864
1865,Morris,Cedric,Cedric Morris,1889      ,1982      ,1865
1866,Granger-Taylor,Nicol,Nicol Granger-Taylor,1963      ,2063      ,1866
1867,Bultman,Fritz,Fritz Bultman,1919      ,1985      ,1867
1868,Saunders,Raymond,Raymond Saunders,1934      ,2034      ,1868
1869,Matta,Roberto,Roberto Matta,1911      ,2002      ,1869
1870,De Kooning,Elaine,Elaine De Kooning,1918      ,1989      ,1870
1871,Hodgkin,Howard,Howard Hodgkin,1932      ,2017      ,1871
1872,Greene,Stephen,Stephen Greene,1917      ,1999      ,1872
1873,Lucioni,Luigi,Luigi Lucioni,1900      ,1988      ,1873
1874,Oulton,Therese,Therese Oulton,1953      ,2053      ,1874
1875,Harms,Robert,Robert Harms,1962      ,2062      ,1875
1876,Baskerville,Charles,Charles Baskerville,1896      ,1994      ,1876
1877,Spencer,Niles,Niles Spencer,1893      ,1952      ,1877
1878,Niewald,Wilbur,Wilbur Niewald,1925      ,2025      ,1878
1879,Elizondo,Arturo,Arturo Elizondo,1956      ,2056      ,1879
1880,Beauchamp,Robert,Robert Beauchamp,1923      ,1995      ,1880
1881,Sul,Won-Gi,Won-Gi Sul,1951      ,2051      ,1881
1882,Kim,Keun-Joong,Keun-Joong Kim,1955      ,2055      ,1882
1883,Yun,Dong-Koo,Dong-Koo Yun,1952      ,2052      ,1883
1884,Kim,Tchah-Sup,Tchah-Sup Kim,1940      ,2040      ,1884
1885,Okada,Kenzo,Kenzo Okada,1902      ,1982      ,1885
1886,Bishop,Isabel,Isabel Bishop,1902      ,1988      ,1886
1887,Keller,Marthe,Marthe Keller,1948      ,Unknown      ,1887
1888,Blume,Peter,Peter Blume,1906      ,1992      ,1888
1889,Gris,Juan,Juan Gris,1887      ,1927      ,1889
1890,Modigliani,Amedeo,Amedeo Modigliani,1884      ,1920      ,1890
1891,Gory,blank_,Gory,1953      ,2053      ,1891
1892,Stella,Joseph,Joseph Stella,1877      ,1946      ,1892
1893,Bencomo,Mario,Mario Bencomo,1953      ,2053      ,1893
1894,Dehner,Dorothy,Dorothy Dehner,1901      ,1994      ,1894
1895,Lebduska,Lawrence H,Lawrence H Lebduska,1894      ,1966      ,1895
1896,Cunningham,Earl,Earl Cunningham,1893      ,1977      ,1896
1897,Hansen,Glen,Glen Hansen,1961      ,2061      ,1897
1898,Nerdrum,Odd,Odd Nerdrum,1944      ,2044      ,1898
1899,Brainard,Joe,Joe Brainard,1942      ,1994      ,1899
1900,Rothschild,Judith,Judith Rothschild,1922      ,1993      ,1900
1901,Curry,John Steuart,John Steuart Curry,1897      ,1946      ,1901
1902,Pindell,Howardena,Howardena Pindell,1943      ,2043      ,1902
1903,Kiefer,Anselm,Anselm Kiefer,1945      ,2045      ,1903
1904,Winters,Terry,Terry Winters,1949      ,2049      ,1904
1905,Berthot,Jake,Jake Berthot,1939      ,2014      ,1905
1906,Pearson,Henry,Henry Pearson,1914      ,2006      ,1906
1907,Johns,Jasper,Jasper Johns,1930      ,2030      ,1907
1908,Procktor,Patrick,Patrick Procktor,1936      ,2003      ,1908
1909,Suba,Miklos,Miklos Suba,1880      ,1944      ,1909
1910,Milhazes,Beatriz,Beatriz Milhazes,1960      ,2060      ,1910
1911,Pène du Bois,Guy,Guy Pène du Bois,1884      ,1958      ,1911
1912,Bittinger,Charles,Charles Bittinger,1879      ,1970      ,1912
1913,Hibbard,Aldro T.,Aldro T. Hibbard,1886      ,1972      ,1913
1914,Howell,Felicie Waldo,Felicie Waldo Howell,1897      ,1968      ,1914
1915,Pennoyer,A Sheldon,A Sheldon Pennoyer,1888      ,1957      ,1915
1916,Miller,Kenneth Hayes,Kenneth Hayes Miller,1876      ,1952      ,1916
1917,Seyffert,Leopold,Leopold Seyffert,1887      ,1956      ,1917
1918,Zuloaga,Ignacio,Ignacio Zuloaga,1870      ,1945      ,1918
1919,Baca-Flor,Carlos,Carlos Baca-Flor,1869      ,1941      ,1919
1920,Hopper,Edward,Edward Hopper,1882      ,1967      ,1920
1921,Pleissner,Ogden M.,Ogden M. Pleissner,1905      ,1983      ,1921
1922,Marsh,Reginald,Reginald Marsh,1898      ,1954      ,1922
1923,Mcfee,Henry Lee,Henry Lee Mcfee,1886      ,1953      ,1923
1924,Benton,Thomas Hart,Thomas Hart Benton,1889      ,1975      ,1924
1925,Grant,Frederic M,Frederic M Grant,1886      ,1959      ,1925
1926,Burchfield,Charles,Charles Burchfield,1893      ,1967      ,1926
1927,Luce,Molly,Molly Luce,1896      ,1986      ,1927
1928,Blumenschein,Ernest,Ernest Blumenschein,1874      ,1960      ,1928
1929,Sterne,Maurice,Maurice Sterne,1878      ,1957      ,1929
1930,Carter,Clarence Holbrook,Clarence Holbrook Carter,1904      ,2000      ,1930
1931,Peirce,Waldo,Waldo Peirce,1884      ,1970      ,1931
1932,Lee,Doris Emrick,Doris Emrick Lee,1905      ,1983      ,1932
1933,Sample,Paul,Paul Sample,1896      ,1974      ,1933
1934,Biddle,George,George Biddle,1885      ,1973      ,1934
1935,Dickinson,Edwin,Edwin Dickinson,1891      ,1978      ,1935
1936,Blow,Richard,Richard Blow,1904      ,1983      ,1936
1937,Pittman,Hobson,Hobson Pittman,1899      ,1972      ,1937
1938,Mechau,Frank,Frank Mechau,1903      ,1946      ,1938
1939,Nichols,Dale,Dale Nichols,1904      ,1995      ,1939
